mid,用户名,发文时间,内容,转发数,评论数,点赞数
4488216075804467#,dongdong震,2020-03-30,"
这些英雄们值得称赞。//@电影工厂:#感谢 有你#感谢来自五湖四海的援鄂医疗队，是你们在危难时刻，义无反顾前往一线；寒冬已经结束，但这个冬天你们的辛苦付出不会被忘记。点击链接O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4488216075309399#,王若琬敏,2020-03-30,"
                    只有这白衣天使是最值得感谢的//@娱乐阿呆仔:#感谢 有你# 2020年开端的一场疫情让我们更加懂得了医者仁心。面对疫情，医护人员坚守在一线，义无反顾的守护着我们。在此，致敬最美的医护战士们，点击链接O网页链接 看更多感人故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4488216067370497#,假装爱笑会,2020-03-30,"
                    医护工作者们真的很辛苦，是他们拯救了中国//@电影工厂:#感谢 有你#感谢来自五湖四海的援鄂医疗队，是你们在危难时刻，义无反顾前往一线；寒冬已经结束，但这个冬天你们的辛苦付出不会被忘记。点击链接O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4488216051133257#,巧児緢緢茗,2020-03-30,"
                    对于抗疫英雄自然是很支持的呢//@电影工厂:#感谢 有你#感谢来自五湖四海的援鄂医疗队，是你们在危难时刻，义无反顾前往一线；寒冬已经结束，但这个冬天你们的辛苦付出不会被忘记。点击链接O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4488216004409578#,飞笔phoebe7july进,2020-03-30,"
                    这些天大家都付出了很多//@娱乐阿呆仔:#感谢 有你# 2020年开端的一场疫情让我们更加懂得了医者仁心。面对疫情，医护人员坚守在一线，义无反顾的守护着我们。在此，致敬最美的医护战士们，点击链接O网页链接 看更多感人故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4488215975156485#,排排排骨小姐孝,2020-03-30,"
                    希望我们可以早点熬过这个难关吧//@电影工厂:#感谢 有你#感谢来自五湖四海的援鄂医疗队，是你们在危难时刻，义无反顾前往一线；寒冬已经结束，但这个冬天你们的辛苦付出不会被忘记。点击链接O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4488215967153785#,张景成俊,2020-03-30,"
你们是我们心中最美的天使//@电影工厂:#感谢 有你#感谢来自五湖四海的援鄂医疗队，是你们在危难时刻，义无反顾前往一线；寒冬已经结束，但这个冬天你们的辛苦付出不会被忘记。点击链接O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4488215714689350#,栋龙俊,2020-03-30,"
                    每个人都想要为社会去贡献一份力量//@电影工厂:#感谢 有你#感谢来自五湖四海的援鄂医疗队，是你们在危难时刻，义无反顾前往一线；寒冬已经结束，但这个冬天你们的辛苦付出不会被忘记。点击链接O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4488215622655293#,J_heRo丶祈,2020-03-30,"
                    后续还是需要好好的传承下去的。//@电影工厂:#感谢 有你#感谢来自五湖四海的援鄂医疗队，是你们在危难时刻，义无反顾前往一线；寒冬已经结束，但这个冬天你们的辛苦付出不会被忘记。点击链接O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4488215619075840#,建岩祖正,2020-03-30,"
                    医护人员那段时间也挺辛苦的//@电影工厂:#感谢 有你#感谢来自五湖四海的援鄂医疗队，是你们在危难时刻，义无反顾前往一线；寒冬已经结束，但这个冬天你们的辛苦付出不会被忘记。点击链接O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4488215521841353#,抓狂的菠萝包瑾,2020-03-30,"
                    钟南山，李兰娟，都是最可爱的人//@娱乐阿呆仔:#感谢 有你# 2020年开端的一场疫情让我们更加懂得了医者仁心。面对疫情，医护人员坚守在一线，义无反顾的守护着我们。在此，致敬最美的医护战士们，点击链接O网页链接 看更多感人故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4488215514252140#,zhangjinnu点,2020-03-30,"
就是他们的这种精神是很厉害的//@电影工厂:#感谢 有你#感谢来自五湖四海的援鄂医疗队，是你们在危难时刻，义无反顾前往一线；寒冬已经结束，但这个冬天你们的辛苦付出不会被忘记。点击链接O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4488215425391971#,佦-頭1c95,2020-03-30,"
一句简单的感谢已经不足以表达什么//@电影工厂:#感谢 有你#感谢来自五湖四海的援鄂医疗队，是你们在危难时刻，义无反顾前往一线；寒冬已经结束，但这个冬天你们的辛苦付出不会被忘记。点击链接O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4488215392199140#,雯雯_Desire独,2020-03-30,"
                    不管多困难的情况下，我们都没有放弃//@娱乐阿呆仔:#感谢 有你# 2020年开端的一场疫情让我们更加懂得了医者仁心。面对疫情，医护人员坚守在一线，义无反顾的守护着我们。在此，致敬最美的医护战士们，点击链接O网页链接 看更多感人故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4488215152669320#,德比体育199606,2020-03-30,"
                    //@宠现ing_李现个站:感谢有你们，感谢所有一线英雄们�谢谢你们的付出和守护～早日归来，感恩有你//@李现ing:#感谢 有你# 感谢所有医务人员两个多月的一线奋战，也感谢值班民警、环卫工人、新建医院的建筑工人等其他一线英雄们，让我们和@活力伊利 @新华网 一起说出对抗疫英雄的感谢。                ", , ,
4488215098723962#,卫BabyYuti,2020-03-30,"
                    非常感激他们可以这样子的，勇往向前//@电影工厂:#感谢 有你#感谢来自五湖四海的援鄂医疗队，是你们在危难时刻，义无反顾前往一线；寒冬已经结束，但这个冬天你们的辛苦付出不会被忘记。点击链接O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4488215056490604#,梦婷啊梦婷昂,2020-03-30,"
                    用温暖传递每一个角落//@电影工厂:#感谢 有你#感谢来自五湖四海的援鄂医疗队，是你们在危难时刻，义无反顾前往一线；寒冬已经结束，但这个冬天你们的辛苦付出不会被忘记。点击链接O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4488215019293614#,女人都他妈的贱勤,2020-03-30,"
感谢抗疫一线的英雄们，你们辛苦了//@电影工厂:#感谢 有你#感谢来自五湖四海的援鄂医疗队，是你们在危难时刻，义无反顾前往一线；寒冬已经结束，但这个冬天你们的辛苦付出不会被忘记。点击链接O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4488214951418665#,我很傻别多情瑰,2020-03-30,"
                    在这里我也要向英雄们致敬的。//@电影工厂:#感谢 有你#感谢来自五湖四海的援鄂医疗队，是你们在危难时刻，义无反顾前往一线；寒冬已经结束，但这个冬天你们的辛苦付出不会被忘记。点击链接O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4488214880019988#,雪孝榕,2020-03-30,"
一直都觉得伊利是一个有良心的企业//@电影工厂:#感谢 有你#感谢来自五湖四海的援鄂医疗队，是你们在危难时刻，义无反顾前往一线；寒冬已经结束，但这个冬天你们的辛苦付出不会被忘记。点击链接O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4488214864115038#,用户6726175040,2020-03-30,"
                    //@王凯kkw:#感谢 有你# 感谢所有奋战在一线的工作人员，有了你们的舍己逆行，才有了我们的平安，向你们致敬。谢谢你们的坚守和奉献。点击链接 O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。                ", , ,
4488214859198913#,七月等待夏天芙,2020-03-30,"
                    也是最值得大家去感谢的一些//@娱乐阿呆仔:#感谢 有你# 2020年开端的一场疫情让我们更加懂得了医者仁心。面对疫情，医护人员坚守在一线，义无反顾的守护着我们。在此，致敬最美的医护战士们，点击链接O网页链接 看更多感人故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4488214746307280#,cherry_chen0202萌,2020-03-30,"
有你们，我们生在中国很自豪//@娱乐阿呆仔:#感谢 有你# 2020年开端的一场疫情让我们更加懂得了医者仁心。面对疫情，医护人员坚守在一线，义无反顾的守护着我们。在此，致敬最美的医护战士们，点击链接O网页链接 看更多感人故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4488214741968608#,_mRs_lily舒,2020-03-30,"
感谢所有的医护人员愿你们都平安归来//@电影工厂:#感谢 有你#感谢来自五湖四海的援鄂医疗队，是你们在危难时刻，义无反顾前往一线；寒冬已经结束，但这个冬天你们的辛苦付出不会被忘记。点击链接O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4488214616593010#,迷你熊08256,2020-03-30,"
@李现ing 我永远支持你！我们一起拿下 #明星势力榜# 第一名！//@李现ing:#感谢 有你# 感谢所有医务人员两个多月的一线奋战，也感谢值班民警、环卫工人、新建医院的建筑工人等其他一线英雄们，让我们和@活力伊利 @新华网 一起说出对所有抗疫英雄们的感谢。点击链接O网页链接看更多感人的故事                ", , ,
4488214477758437#,七月等待夏天芙,2020-03-30,"
                    像伊利这样的好企业，希望能够再多一点//@电影工厂:#感谢 有你#感谢来自五湖四海的援鄂医疗队，是你们在危难时刻，义无反顾前往一线；寒冬已经结束，但这个冬天你们的辛苦付出不会被忘记。点击链接O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
